,cluster,y,x,E,size
3359,008897_A,26.0,13.0,983105.0,123.0
3360,005506_F,14.0,26.0,1041439.0,139.0
3361,002128_F,15.0,7.0,514678.0,62.0
3362,005275_F,4.0,4.0,80405.0,15.0
3363,012076_A,5.0,3.0,80253.0,12.0
3364,010522_F,12.0,23.0,863320.0,113.0
3365,007651_A,11.0,32.0,1729954.0,202.0
3366,007469_H,7.0,10.0,255650.0,47.0
3367,010886_H,5.0,6.0,114101.0,22.0
3368,003394_E,20.0,37.0,1221018.0,175.0
3369,001866_A,7.0,10.0,361943.0,25.0
3370,007851_G,20.0,32.0,859852.0,145.0
3371,011097_C,7.0,6.0,368558.0,31.0
3372,005217_E,31.0,38.0,1192143.0,200.0
3373,006504_B,4.0,4.0,59468.0,12.0
3374,002431_D,23.0,7.0,743854.0,105.0
3375,008329_D,11.0,10.0,590077.0,84.0
3376,007279_F,4.0,4.0,112205.0,16.0
3377,003799_F,7.0,7.0,325337.0,31.0
3378,010947_H,38.0,39.0,1258670.0,215.0
3379,004682_D,4.0,4.0,65142.0,13.0
3380,009286_F,17.0,15.0,862750.0,103.0
3381,007793_E,10.0,7.0,319259.0,49.0
3382,005522_C,6.0,8.0,126614.0,15.0
3383,004018_B,19.0,18.0,784009.0,113.0
3384,005694_F,3.0,2.0,36057.0,5.0
3385,001970_E,14.0,9.0,388235.0,75.0
3386,011701_C,15.0,17.0,1184202.0,179.0
3387,009676_D,3.0,3.0,31468.0,6.0
3388,007523_B,5.0,4.0,92578.0,17.0
3389,004058_G,6.0,10.0,350084.0,37.0
3390,005567_B,28.0,19.0,816421.0,131.0
3391,002432_D,10.0,9.0,609062.0,55.0
3392,009458_C,64.0,25.0,2190789.0,377.0
3393,005493_E,6.0,6.0,180670.0,30.0
3394,006226_A,10.0,44.0,1119494.0,181.0
3395,004231_F,8.0,24.0,606623.0,97.0
3396,002806_E,2.0,4.0,170406.0,8.0
3397,003824_B,8.0,7.0,274454.0,42.0
3398,004928_D,10.0,8.0,460256.0,53.0
3399,005102_C,19.0,32.0,1961980.0,215.0
3400,003805_B,8.0,8.0,259102.0,48.0
3401,009660_C,6.0,6.0,154088.0,27.0
3402,010991_E,17.0,28.0,836510.0,130.0
3403,005239_C,8.0,8.0,259014.0,48.0
3404,011881_H,7.0,3.0,124337.0,16.0
3405,009286_D,17.0,15.0,862750.0,103.0
3406,001249_A,4.0,4.0,61070.0,14.0
3407,002992_C,37.0,33.0,1197839.0,221.0
3408,008059_C,18.0,15.0,902200.0,160.0
3409,009286_A,15.0,17.0,862750.0,103.0
3410,007520_E,16.0,15.0,704136.0,90.0
3411,007668_G,26.0,9.0,779321.0,108.0
3412,007875_A,4.0,4.0,65352.0,14.0
3413,009708_H,6.0,22.0,761980.0,98.0
3414,002178_B,7.0,7.0,195873.0,38.0
3415,003812_B,6.0,7.0,190112.0,35.0
3416,009625_F,10.0,8.0,498373.0,55.0
3417,006312_A,38.0,54.0,1844162.0,302.0
3418,001572_G,23.0,45.0,1262062.0,207.0
3419,011097_H,6.0,7.0,368558.0,31.0
3420,002149_H,16.0,27.0,787855.0,123.0
3421,010980_A,16.0,12.0,288432.0,43.0
3422,004788_G,5.0,6.0,122584.0,21.0
3423,011896_B,4.0,5.0,0.0,0.0
3424,005208_D,6.0,20.0,570431.0,82.0
3425,000496_H,27.0,7.0,888089.0,123.0
3426,006154_E,26.0,22.0,917181.0,135.0
3427,005265_E,6.0,7.0,375163.0,33.0
3428,008634_G,6.0,6.0,136619.0,24.0
3429,009044_G,5.0,4.0,158409.0,14.0
3430,009995_H,4.0,2.0,32205.0,6.0
3431,006827_F,6.0,7.0,290665.0,27.0
3432,003713_A,2.0,3.0,113736.0,5.0
3433,005018_H,6.0,68.0,1701230.0,277.0
3434,005278_C,44.0,50.0,1437772.0,259.0
3435,001866_D,10.0,7.0,361943.0,25.0
3436,009014_E,2.0,3.0,28476.0,5.0
3437,009587_A,26.0,57.0,1332668.0,238.0
3438,001203_A,8.0,6.0,280810.0,36.0
3439,010186_B,41.0,23.0,1203451.0,187.0
3440,000309_H,4.0,4.0,98144.0,13.0
3441,000501_D,28.0,55.0,1387341.0,237.0
3442,004415_D,10.0,7.0,502545.0,54.0
3443,011165_G,3.0,2.0,27550.0,5.0
3444,010205_G,7.0,8.0,265674.0,41.0
3445,007875_F,4.0,4.0,65352.0,14.0
3446,007114_F,11.0,8.0,493310.0,56.0
3447,002778_A,31.0,6.0,812059.0,128.0
3448,008906_A,23.0,78.0,1806497.0,313.0
3449,010947_C,39.0,38.0,1258670.0,215.0
3450,006125_H,6.0,11.0,447637.0,50.0
3451,005490_F,39.0,48.0,1587967.0,269.0
3452,010277_B,30.0,23.0,1167683.0,205.0
3453,008038_H,12.0,24.0,727677.0,105.0
3454,001886_G,7.0,7.0,332628.0,41.0
3455,006751_F,14.0,6.0,463698.0,58.0
3456,004147_D,10.0,15.0,661802.0,106.0
3457,010024_E,6.0,6.0,195157.0,30.0
3458,010947_A,39.0,38.0,1258670.0,215.0
3459,000594_G,15.0,29.0,806555.0,127.0
3460,009306_D,8.0,9.0,358568.0,53.0
3461,005499_H,3.0,3.0,40709.0,8.0
3462,005102_F,32.0,19.0,1961980.0,215.0
3463,007793_H,7.0,10.0,319259.0,49.0
3464,006504_D,4.0,4.0,59468.0,12.0
3465,008059_A,18.0,15.0,902200.0,160.0
3466,002025_A,7.0,7.0,403788.0,37.0
3467,001335_G,19.0,20.0,942164.0,117.0
3468,005217_F,38.0,31.0,1192143.0,200.0
3469,007264_H,7.0,5.0,300141.0,28.0
3470,004111_F,26.0,27.0,0.0,0.0
3471,005910_A,89.0,25.0,1940430.0,355.0
3472,002433_D,11.0,24.0,714484.0,105.0
3473,010329_H,15.0,31.0,1272999.0,200.0
3474,003865_G,3.0,3.0,66582.0,7.0
3475,011837_D,8.0,8.0,305248.0,49.0
3476,008176_A,5.0,26.0,346661.0,39.0
3477,006471_D,9.0,11.0,750924.0,78.0
3478,000102_G,116.0,34.0,3528536.0,619.0
3479,010024_H,6.0,6.0,195157.0,30.0
3480,005217_A,31.0,38.0,1192143.0,200.0
3481,005874_B,5.0,5.0,149004.0,22.0
3482,008497_C,40.0,7.0,1021964.0,163.0
3483,009179_E,30.0,16.0,974923.0,127.0
3484,000154_B,60.0,66.0,2260511.0,381.0
3485,008975_H,2.0,3.0,28619.0,5.0
3486,011892_C,11.0,13.0,523914.0,67.0
3487,010859_A,10.0,20.0,599582.0,89.0
3488,000293_F,51.0,126.0,3215490.0,540.0
3489,008329_E,10.0,11.0,590077.0,84.0
3490,004415_G,7.0,10.0,502545.0,54.0
3491,001052_B,58.0,84.0,4213354.0,699.0
3492,006733_F,44.0,35.0,2386339.0,382.0
3493,000061_G,21.0,6.0,608002.0,85.0
3494,001234_H,4.0,4.0,67298.0,12.0
3495,011568_A,59.0,51.0,1749719.0,303.0
3496,007651_F,32.0,11.0,1729954.0,202.0
3497,007392_B,17.0,30.0,731892.0,86.0
3498,008380_E,10.0,12.0,556007.0,84.0
3499,005278_H,50.0,44.0,1437772.0,259.0
3500,002033_C,9.0,9.0,482469.0,51.0
3501,008495_A,15.0,12.0,874495.0,111.0
3502,007348_H,8.0,7.0,361788.0,37.0
3503,002164_F,14.0,14.0,568594.0,78.0
3504,005542_F,15.0,38.0,948520.0,161.0
3505,000427_E,10.0,12.0,518965.0,65.0
3506,003882_D,3.0,3.0,31156.0,6.0
3507,000865_D,7.0,6.0,173240.0,35.0
3508,001157_G,17.0,31.0,1232791.0,157.0
3509,004560_A,6.0,6.0,436528.0,32.0
3510,008755_D,60.0,29.0,1452993.0,251.0
3511,007728_C,209.0,43.0,4878374.0,871.0
3512,008087_H,38.0,30.0,1120308.0,186.0
3513,010144_G,7.0,6.0,233652.0,34.0
3514,002123_A,13.0,25.0,779863.0,115.0
3515,006120_A,30.0,9.0,900782.0,128.0
3516,002432_E,9.0,10.0,609062.0,55.0
3517,008199_B,6.0,5.0,120844.0,21.0
3518,009291_B,19.0,12.0,1061123.0,120.0
3519,006632_E,44.0,47.0,2515793.0,413.0
3520,000762_E,6.0,6.0,134103.0,28.0
3521,005658_F,11.0,14.0,643344.0,81.0
3522,002778_E,31.0,6.0,812059.0,128.0
3523,002025_D,7.0,7.0,403788.0,37.0
3524,009891_F,5.0,5.0,145646.0,21.0
3525,007170_D,41.0,19.0,1047250.0,178.0
3526,005522_A,6.0,8.0,126614.0,15.0
3527,011249_F,7.0,8.0,338402.0,41.0
3528,003052_H,24.0,47.0,1185344.0,208.0
3529,004740_D,2.0,3.0,31670.0,6.0
3530,001334_E,23.0,38.0,1628176.0,282.0
3531,005658_C,14.0,11.0,643344.0,81.0
3532,003824_E,7.0,8.0,274454.0,42.0
3533,009127_G,12.0,24.0,741040.0,102.0
3534,005499_C,3.0,3.0,40709.0,8.0
3535,006940_G,19.0,30.0,936123.0,144.0
3536,004690_F,8.0,8.0,290888.0,50.0
3537,001970_B,9.0,14.0,388235.0,75.0
3538,005614_D,32.0,18.0,940125.0,147.0
3539,007703_F,3.0,3.0,89012.0,8.0
3540,007459_H,42.0,25.0,1044196.0,178.0
3541,002496_E,8.0,11.0,501432.0,46.0
3542,006560_A,6.0,9.0,463906.0,38.0
3543,009956_H,28.0,28.0,991198.0,153.0
3544,009587_B,57.0,26.0,1332668.0,238.0
3545,011701_E,15.0,17.0,1184202.0,179.0
3546,008679_E,7.0,11.0,445485.0,51.0
3547,010734_E,3.0,3.0,35426.0,7.0
3548,008962_G,7.0,10.0,550367.0,53.0
3549,004908_F,31.0,9.0,1010648.0,149.0
3550,010536_A,45.0,55.0,1708124.0,286.0
3551,002259_H,37.0,36.0,1289342.0,206.0
3552,008102_F,20.0,18.0,751733.0,111.0
3553,005796_F,7.0,17.0,582301.0,75.0
3554,008116_G,19.0,3.0,253583.0,41.0
3555,007667_E,19.0,11.0,672173.0,69.0
3556,002895_C,4.0,3.0,51177.0,8.0
3557,002806_A,2.0,4.0,170406.0,8.0
3558,002795_C,25.0,25.0,872086.0,141.0
3559,009547_B,25.0,7.0,683784.0,102.0
3560,007728_H,43.0,209.0,4878374.0,871.0
3561,002795_E,25.0,25.0,872086.0,141.0
3562,006471_H,9.0,11.0,750924.0,78.0
3563,009738_B,6.0,7.0,276933.0,34.0
3564,008469_B,8.0,7.0,371102.0,27.0
3565,010053_F,6.0,5.0,246949.0,24.0
3566,010003_E,9.0,29.0,1075462.0,139.0
3567,010868_G,92.0,30.0,2232496.0,381.0
3568,008155_A,17.0,10.0,850616.0,92.0
3569,002178_D,7.0,7.0,195873.0,38.0
3570,011481_F,32.0,15.0,1271089.0,179.0
3571,011218_D,5.0,5.0,210154.0,19.0
3572,000874_B,38.0,17.0,1677450.0,253.0
3573,008741_B,53.0,51.0,1656387.0,278.0
3574,003974_G,7.0,12.0,470628.0,52.0
3575,001993_B,42.0,48.0,1352520.0,242.0
3576,007585_G,23.0,14.0,942261.0,122.0
3577,002625_H,3.0,3.0,36099.0,5.0
3578,004445_B,10.0,12.0,541936.0,61.0
3579,011376_A,13.0,16.0,639220.0,90.0
3580,000385_F,6.0,6.0,224731.0,32.0
3581,008113_E,8.0,48.0,1011750.0,177.0
3582,009193_A,25.0,44.0,1814295.0,303.0
3583,007276_F,6.0,6.0,170979.0,29.0
3584,006035_A,3.0,2.0,36192.0,5.0
3585,008048_B,35.0,30.0,1027606.0,179.0
3586,002371_G,12.0,34.0,1019163.0,168.0
3587,000499_G,10.0,7.0,466620.0,51.0
3588,005579_G,10.0,8.0,445662.0,39.0
3589,006515_F,34.0,25.0,1007998.0,161.0
3590,005910_H,25.0,89.0,1940430.0,355.0
3591,007443_H,21.0,13.0,834415.0,115.0
3592,011437_D,41.0,32.0,1151624.0,185.0
3593,002033_F,9.0,9.0,482469.0,51.0
3594,010947_E,39.0,38.0,1258670.0,215.0
3595,008635_H,10.0,11.0,642915.0,75.0
3596,002164_G,14.0,14.0,568594.0,78.0
3597,010301_G,35.0,46.0,1832918.0,273.0
3598,001280_D,9.0,8.0,380648.0,57.0
3599,006827_E,7.0,6.0,290665.0,27.0
3600,011340_D,3.0,6.0,156850.0,10.0
3601,012000_G,9.0,25.0,1073053.0,135.0
3602,005217_H,38.0,31.0,1192143.0,200.0
3603,001257_F,26.0,12.0,707260.0,145.0
3604,002371_C,12.0,34.0,1019163.0,168.0
3605,001886_C,7.0,7.0,332628.0,41.0
3606,004147_C,15.0,10.0,661802.0,106.0
3607,002207_H,19.0,12.0,807111.0,102.0
3608,007947_G,2.0,3.0,76375.0,5.0
3609,001993_E,48.0,42.0,1352520.0,242.0
3610,004715_G,4.0,4.0,157586.0,13.0
3611,005990_B,8.0,11.0,300515.0,54.0
3612,004678_B,8.0,16.0,500892.0,69.0
3613,001270_D,10.0,6.0,436448.0,44.0
3614,004753_D,12.0,8.0,473698.0,54.0
3615,000185_D,6.0,6.0,182856.0,30.0
3616,000885_D,35.0,47.0,1185465.0,163.0
3617,009676_H,3.0,3.0,31468.0,6.0
3618,005490_H,39.0,48.0,1587967.0,269.0
3619,004677_B,8.0,8.0,316782.0,45.0
3620,001572_D,45.0,23.0,1262062.0,207.0
3621,003405_B,11.0,48.0,1078632.0,156.0
3622,000333_A,24.0,14.0,922933.0,117.0
3623,009458_H,25.0,64.0,2190789.0,377.0
3624,009458_B,25.0,64.0,2190789.0,377.0
3625,005018_G,68.0,6.0,1701230.0,277.0
3626,010188_C,9.0,8.0,387759.0,52.0
3627,011813_G,41.0,91.0,3559457.0,634.0
3628,009306_C,9.0,8.0,358568.0,53.0
3629,008087_E,30.0,38.0,1120308.0,186.0
3630,001273_G,7.0,8.0,314945.0,46.0
3631,010760_A,6.0,5.0,202037.0,22.0
3632,002297_B,7.0,6.0,148199.0,28.0
3633,001686_C,12.0,19.0,964790.0,115.0
3634,005126_H,13.0,7.0,553645.0,60.0
3635,008546_D,7.0,6.0,233867.0,35.0
3636,002560_B,16.0,12.0,1011910.0,119.0
3637,004589_C,11.0,9.0,480509.0,52.0
3638,005252_B,5.0,5.0,147338.0,18.0
3639,006202_H,15.0,11.0,528875.0,71.0
3640,005501_E,6.0,7.0,232262.0,35.0
3641,006983_D,47.0,30.0,1227500.0,215.0
3642,002128_E,7.0,15.0,514678.0,62.0
3643,002992_F,33.0,37.0,1197839.0,221.0
3644,009124_H,23.0,15.0,1405072.0,159.0
3645,005275_C,4.0,4.0,80405.0,15.0
3646,006625_E,5.0,5.0,115701.0,17.0
3647,005499_A,3.0,3.0,40709.0,8.0
3648,007264_G,5.0,7.0,300141.0,28.0
3649,005208_G,20.0,6.0,570431.0,82.0
3650,009766_E,14.0,7.0,514165.0,60.0
3651,010053_B,6.0,5.0,246949.0,24.0
3652,005718_D,36.0,49.0,1776006.0,239.0
3653,002625_D,3.0,3.0,36099.0,5.0
3654,009995_D,4.0,2.0,32205.0,6.0
3655,001052_F,58.0,84.0,4213354.0,699.0
3656,000406_F,7.0,47.0,1091069.0,181.0
3657,005110_B,31.0,13.0,797318.0,130.0
3658,010188_F,8.0,9.0,387759.0,52.0
3659,006560_D,9.0,6.0,463906.0,38.0
3660,001967_H,21.0,24.0,1164155.0,180.0
3661,000209_D,13.0,37.0,581463.0,71.0
3662,005110_F,31.0,13.0,797318.0,130.0
3663,002128_B,15.0,7.0,514678.0,62.0
3664,002457_C,8.0,15.0,583992.0,70.0
3665,003756_E,25.0,22.0,1085007.0,142.0
3666,001003_G,22.0,17.0,1004213.0,130.0
3667,004678_A,16.0,8.0,500892.0,69.0
3668,004822_G,11.0,37.0,920595.0,152.0
3669,006747_C,6.0,33.0,769911.0,134.0
3670,011376_F,16.0,13.0,639220.0,90.0
3671,002992_G,37.0,33.0,1197839.0,221.0
3672,008741_A,51.0,53.0,1656387.0,278.0
3673,008113_C,8.0,48.0,1011750.0,177.0
3674,005217_B,38.0,31.0,1192143.0,200.0
3675,011437_C,32.0,41.0,1151624.0,185.0
3676,004713_A,54.0,69.0,1794430.0,327.0
3677,001028_A,8.0,39.0,931651.0,157.0
3678,004231_E,24.0,8.0,606623.0,97.0
3679,005239_E,8.0,8.0,259014.0,48.0
3680,005796_H,7.0,17.0,582301.0,75.0
3681,007667_A,19.0,11.0,672173.0,69.0
3682,011684_C,4.0,4.0,99918.0,14.0
3683,004415_B,10.0,7.0,502545.0,54.0
3684,008859_H,9.0,13.0,397825.0,63.0
3685,007728_B,43.0,209.0,4878374.0,871.0
3686,011656_G,6.0,6.0,138416.0,29.0
3687,007182_F,3.0,3.0,72881.0,8.0
3688,007348_G,7.0,8.0,361788.0,37.0
3689,002736_B,8.0,36.0,876382.0,145.0
3690,003003_F,9.0,23.0,959227.0,119.0
3691,005416_F,3.0,5.0,191514.0,10.0
3692,000637_G,22.0,8.0,740342.0,103.0
3693,011097_B,6.0,7.0,368558.0,31.0
3694,007392_A,30.0,17.0,731892.0,86.0
3695,006915_G,6.0,5.0,242245.0,25.0
3696,004908_H,31.0,9.0,1010648.0,149.0
3697,003394_C,20.0,37.0,1221018.0,175.0
3698,009735_B,13.0,25.0,1104203.0,154.0
3699,004740_E,3.0,2.0,31670.0,6.0
3700,002021_E,49.0,14.0,1115525.0,194.0
3701,004305_H,17.0,9.0,630396.0,81.0
3702,004242_G,22.0,17.0,748111.0,112.0
3703,009717_A,7.0,62.0,1423016.0,245.0
3704,011755_B,29.0,38.0,1036893.0,176.0
3705,005702_C,11.0,18.0,603170.0,80.0
3706,009633_F,8.0,7.0,215447.0,43.0
3707,000408_E,31.0,14.0,1207714.0,155.0
3708,002864_E,40.0,7.0,1011801.0,160.0
3709,008309_A,17.0,19.0,866979.0,148.0
3710,010025_D,7.0,8.0,416378.0,39.0
3711,002149_C,27.0,16.0,787855.0,123.0
3712,001249_C,4.0,4.0,61070.0,14.0
3713,003812_A,7.0,6.0,190112.0,35.0
3714,005382_G,3.0,3.0,45019.0,9.0
3715,005110_A,13.0,31.0,797318.0,130.0
3716,003805_D,8.0,8.0,259102.0,48.0
3717,007667_H,11.0,19.0,672173.0,69.0
3718,001519_G,18.0,6.0,621684.0,78.0
3719,005674_H,10.0,20.0,829914.0,102.0
3720,005718_C,49.0,36.0,1776006.0,239.0
3721,010704_A,13.0,26.0,836259.0,121.0
3722,000601_F,16.0,36.0,1062903.0,218.0
3723,008573_H,88.0,75.0,2662154.0,460.0
3724,006940_A,19.0,30.0,936123.0,144.0
3725,002496_G,8.0,11.0,501432.0,46.0
3726,002423_G,23.0,21.0,1330855.0,152.0
3727,010927_B,4.0,4.0,56896.0,12.0
3728,007276_H,6.0,6.0,170979.0,29.0
3729,008469_H,8.0,7.0,371102.0,27.0
3730,008755_B,60.0,29.0,1452993.0,251.0
3731,008718_C,45.0,22.0,1192912.0,201.0
3732,005702_H,18.0,11.0,603170.0,80.0
3733,008249_D,34.0,33.0,1353907.0,190.0
3734,009198_E,4.0,4.0,17615.0,4.0
3735,007520_C,16.0,15.0,704136.0,90.0
3736,001124_E,12.0,10.0,718051.0,72.0
3737,000496_A,7.0,27.0,888089.0,123.0
3738,009822_F,34.0,57.0,1797787.0,281.0
3739,005702_F,18.0,11.0,603170.0,80.0
3740,003477_B,6.0,6.0,124350.0,27.0
3741,011312_B,11.0,28.0,936641.0,122.0
3742,009845_B,3.0,2.0,42513.0,6.0
3743,004494_A,50.0,15.0,1003859.0,136.0
3744,008219_E,3.0,3.0,24584.0,6.0
3745,001166_B,14.0,20.0,689852.0,120.0
3746,006929_A,14.0,7.0,565404.0,65.0
3747,004111_B,26.0,27.0,0.0,0.0
3748,008176_G,5.0,26.0,346661.0,39.0
3749,001802_E,5.0,6.0,150135.0,24.0
3750,011656_D,6.0,6.0,138416.0,29.0
3751,010303_G,4.0,5.0,92912.0,16.0
3752,011097_F,6.0,7.0,368558.0,31.0
3753,003477_C,6.0,6.0,124350.0,27.0
3754,002992_A,37.0,33.0,1197839.0,221.0
3755,005239_B,8.0,8.0,259014.0,48.0
3756,000476_H,14.0,11.0,1239951.0,96.0
3757,003802_C,12.0,36.0,1001931.0,152.0
3758,006097_C,14.0,88.0,2150226.0,361.0
3759,005796_E,17.0,7.0,582301.0,75.0
3760,008249_C,33.0,34.0,1353907.0,190.0
3761,004010_D,12.0,23.0,710968.0,104.0
3762,005590_C,32.0,31.0,1014772.0,169.0
3763,007276_C,6.0,6.0,170979.0,29.0
3764,009304_D,22.0,16.0,762143.0,111.0
3765,005208_A,20.0,6.0,570431.0,82.0
3766,007703_B,3.0,3.0,89012.0,8.0
3767,009891_C,5.0,5.0,145646.0,21.0
3768,007923_G,3.0,3.0,37941.0,7.0
3769,009676_F,3.0,3.0,31468.0,6.0
3770,007936_B,27.0,68.0,1798878.0,299.0
3771,010205_E,7.0,8.0,265674.0,41.0
3772,009717_B,62.0,7.0,1423016.0,245.0
3773,011123_F,47.0,10.0,1375890.0,216.0
3774,002270_A,7.0,7.0,257311.0,31.0
3775,001355_A,25.0,18.0,853550.0,127.0
3776,005018_E,68.0,6.0,1701230.0,277.0
3777,000140_H,2.0,19.0,103931.0,20.0
3778,002612_A,3.0,2.0,122275.0,5.0
3779,001166_H,14.0,20.0,689852.0,120.0
3780,011523_E,14.0,12.0,985043.0,101.0
3781,006120_F,9.0,30.0,900782.0,128.0
3782,002496_A,8.0,11.0,501432.0,46.0
3783,002806_C,2.0,4.0,170406.0,8.0
3784,000435_H,11.0,12.0,795171.0,88.0
3785,001384_H,28.0,9.0,783990.0,112.0
3786,001802_D,6.0,5.0,150135.0,24.0
3787,009395_E,18.0,14.0,776044.0,81.0
3788,003888_C,16.0,26.0,753874.0,121.0
3789,005947_D,3.0,2.0,27734.0,5.0
3790,011933_A,8.0,8.0,445903.0,49.0
3791,007585_C,23.0,14.0,942261.0,122.0
3792,009862_H,9.0,18.0,768358.0,113.0
3793,007443_E,13.0,21.0,834415.0,115.0
3794,001545_D,4.0,4.0,62326.0,12.0
3795,008844_A,14.0,20.0,692490.0,97.0
3796,002612_H,2.0,3.0,122275.0,5.0
3797,006126_C,6.0,6.0,163704.0,29.0
3798,002622_B,38.0,14.0,737457.0,97.0
3799,001002_G,4.0,5.0,76574.0,15.0
3800,010468_F,44.0,28.0,1279361.0,211.0
3801,011794_A,174.0,185.0,8014488.0,1352.0
3802,004489_B,5.0,5.0,90859.0,21.0
3803,009411_H,8.0,26.0,779910.0,114.0
3804,003117_C,7.0,7.0,254559.0,36.0
3805,005947_B,3.0,2.0,27734.0,5.0
3806,008497_F,7.0,40.0,1021964.0,163.0
3807,005674_C,20.0,10.0,829914.0,102.0
3808,003772_B,4.0,7.0,155209.0,18.0
3809,003713_B,3.0,2.0,113736.0,5.0
3810,002625_E,3.0,3.0,36099.0,5.0
3811,003713_G,2.0,3.0,113736.0,5.0
3812,007694_D,15.0,16.0,866111.0,109.0
3813,005137_F,7.0,7.0,303733.0,36.0
3814,003748_B,8.0,8.0,232242.0,42.0
3815,005327_F,5.0,5.0,257446.0,20.0
3816,005490_C,48.0,39.0,1587967.0,269.0
3817,002465_D,8.0,9.0,324814.0,58.0
3818,000102_E,116.0,34.0,3528536.0,619.0
3819,007668_D,9.0,26.0,779321.0,108.0
3820,000385_H,6.0,6.0,224731.0,32.0
3821,000865_B,7.0,6.0,173240.0,35.0
3822,006733_A,35.0,44.0,2386339.0,382.0
3823,005187_A,8.0,7.0,276083.0,42.0
3824,008573_F,88.0,75.0,2662154.0,460.0
3825,000594_E,15.0,29.0,806555.0,127.0
3826,010536_F,55.0,45.0,1708124.0,286.0
3827,003711_F,20.0,14.0,661790.0,93.0
3828,006154_C,26.0,22.0,917181.0,135.0
3829,005718_H,36.0,49.0,1776006.0,239.0
3830,001273_B,8.0,7.0,314945.0,46.0
3831,010144_F,6.0,7.0,233652.0,34.0
3832,000499_F,7.0,10.0,466620.0,51.0
3833,009291_H,19.0,12.0,1061123.0,120.0
3834,003748_H,8.0,8.0,232242.0,42.0
3835,004682_A,4.0,4.0,65142.0,13.0
3836,002895_H,3.0,4.0,51177.0,8.0
3837,004887_C,13.0,22.0,731505.0,106.0
3838,010980_G,16.0,12.0,288432.0,43.0
3839,008634_H,6.0,6.0,136619.0,24.0
3840,001993_G,48.0,42.0,1352520.0,242.0
3841,009115_B,68.0,11.0,1414993.0,246.0
3842,008309_G,17.0,19.0,866979.0,148.0
3843,000333_D,14.0,24.0,922933.0,117.0
3844,003223_H,30.0,6.0,815155.0,127.0
3845,004928_G,8.0,10.0,460256.0,53.0
3846,010760_E,6.0,5.0,202037.0,22.0
3847,009708_C,22.0,6.0,761980.0,98.0
3848,011755_C,38.0,29.0,1036893.0,176.0
3849,005910_B,25.0,89.0,1940430.0,355.0
3850,004018_C,18.0,19.0,784009.0,113.0
3851,006632_D,47.0,44.0,2515793.0,413.0
3852,004419_E,13.0,14.0,674742.0,78.0
3853,002025_E,7.0,7.0,403788.0,37.0
3854,006344_D,42.0,15.0,1428754.0,278.0
3855,001754_F,38.0,7.0,1032160.0,163.0
3856,001572_B,45.0,23.0,1262062.0,207.0
3857,007695_D,36.0,121.0,4823328.0,895.0
3858,008249_A,33.0,34.0,1353907.0,190.0
3859,003809_E,15.0,12.0,594484.0,75.0
3860,001754_G,7.0,38.0,1032160.0,163.0
3861,000130_D,19.0,8.0,706164.0,89.0
3862,001829_B,5.0,4.0,134192.0,16.0
3863,009822_C,57.0,34.0,1797787.0,281.0
3864,003689_G,17.0,20.0,664824.0,127.0
3865,000408_B,14.0,31.0,1207714.0,155.0
3866,001145_G,41.0,30.0,1367242.0,225.0
3867,004489_E,5.0,5.0,90859.0,21.0
3868,007936_F,27.0,68.0,1798878.0,299.0
3869,010025_F,7.0,8.0,416378.0,39.0
3870,008325_D,49.0,11.0,895339.0,149.0
3871,002864_D,7.0,40.0,1011801.0,160.0
3872,009547_G,7.0,25.0,683784.0,102.0
3873,008755_E,29.0,60.0,1452993.0,251.0
3874,004075_A,144.0,84.0,4947540.0,857.0
3875,003120_A,5.0,5.0,122330.0,21.0
3876,001572_A,23.0,45.0,1262062.0,207.0
3877,009508_B,41.0,31.0,1245257.0,205.0
3878,000499_C,10.0,7.0,466620.0,51.0
3879,002989_D,27.0,29.0,969133.0,149.0
3880,002021_A,49.0,14.0,1115525.0,194.0
3881,006013_B,6.0,6.0,196844.0,28.0
3882,001280_H,9.0,8.0,380648.0,57.0
3883,002989_C,29.0,27.0,969133.0,149.0
3884,003619_B,9.0,8.0,350548.0,56.0
3885,008048_C,30.0,35.0,1027606.0,179.0
3886,006035_H,2.0,3.0,36192.0,5.0
3887,006125_B,6.0,11.0,447637.0,50.0
3888,005522_D,8.0,6.0,126614.0,15.0
3889,002367_F,6.0,5.0,109740.0,25.0
3890,004989_C,7.0,7.0,224107.0,40.0
3891,011568_D,51.0,59.0,1749719.0,303.0
3892,003170_G,10.0,7.0,387674.0,58.0
3893,003911_G,7.0,35.0,900238.0,143.0
3894,002164_C,14.0,14.0,568594.0,78.0
3895,006747_F,33.0,6.0,769911.0,134.0
3896,004111_H,26.0,27.0,0.0,0.0
3897,009717_F,62.0,7.0,1423016.0,245.0
3898,006320_B,10.0,14.0,485915.0,67.0
3899,003170_B,7.0,10.0,387674.0,58.0
3900,003711_H,20.0,14.0,661790.0,93.0
3901,005567_C,19.0,28.0,816421.0,131.0
3902,001886_E,7.0,7.0,332628.0,41.0
3903,003063_D,6.0,6.0,135605.0,23.0
3904,000487_C,3.0,2.0,47399.0,6.0
3905,000406_E,47.0,7.0,1091069.0,181.0
3906,010459_B,8.0,9.0,318777.0,54.0
3907,003405_F,11.0,48.0,1078632.0,156.0
3908,005126_B,13.0,7.0,553645.0,60.0
3909,007469_D,7.0,10.0,255650.0,47.0
3910,004058_B,10.0,6.0,350084.0,37.0
3911,009286_C,15.0,17.0,862750.0,103.0
